id,word1,word2,antmorph,gold
tag-verb-pairs.train592,set,rig,0,0
tag-verb-pairs.train593,labialize,round,0,0
tag-verb-pairs.train594,run,bleed,0,0
tag-verb-pairs.train595,integrate,perfect,0,0
tag-verb-pairs.train596,deviate,vary,0,0
tag-verb-pairs.train597,couple,uncouple,1,1
tag-verb-pairs.train598,emigrate,immigrate,0,1
tag-verb-pairs.train599,distribute,garner,0,1
tag-verb-pairs.train600,key,describe,0,0
tag-verb-pairs.train601,solder,break,0,1
tag-verb-pairs.train602,contemplate,design,0,0
tag-verb-pairs.train603,risk,endanger,0,0
tag-verb-pairs.train604,overturn,revoke,0,0
tag-verb-pairs.train605,ebb,flood,0,1
tag-verb-pairs.train606,change,exchange,0,0
tag-verb-pairs.train607,resist,obstruct,0,0
tag-verb-pairs.train608,protect,destroy,0,1
tag-verb-pairs.train609,shut,include,0,1
tag-verb-pairs.train610,linger,rush,0,1
tag-verb-pairs.train611,describe,narrate,0,0
tag-verb-pairs.train612,collect,distribute,0,1
tag-verb-pairs.train613,take,refrain,0,1
tag-verb-pairs.train614,recall,think,0,0
tag-verb-pairs.train615,spray,atomize,0,0
tag-verb-pairs.train616,corroborate,contradict,0,1
tag-verb-pairs.train617,attach,detach,0,1
tag-verb-pairs.train618,roll,roam,0,0
tag-verb-pairs.train619,specialise,diversify,0,1
tag-verb-pairs.train620,contend,combat,0,0
tag-verb-pairs.train621,discard,eliminate,0,0
tag-verb-pairs.train622,hope,fear,0,1
tag-verb-pairs.train623,mention,remember,0,0
tag-verb-pairs.train624,run,draw,0,0
tag-verb-pairs.train625,minimize,maximize,0,1
tag-verb-pairs.train626,amuse,occupy,0,0
tag-verb-pairs.train627,reverse,revert,0,0
tag-verb-pairs.train628,overturn,cast,0,0
tag-verb-pairs.train629,clap,hiss,0,1
tag-verb-pairs.train630,debit,credit,0,1
tag-verb-pairs.train631,back,veer,0,1
tag-verb-pairs.train632,overflow,flood,0,0
tag-verb-pairs.train633,jam,block,0,0
tag-verb-pairs.train634,ignore,know,0,1
tag-verb-pairs.train635,extol,laud,0,0
tag-verb-pairs.train636,apply,free,0,1
tag-verb-pairs.train637,classify,confuse,0,1
tag-verb-pairs.train638,draw,repel,0,1
tag-verb-pairs.train639,divide,unify,0,1
tag-verb-pairs.train640,release,hold,0,1
tag-verb-pairs.train641,peal,ring,0,0
tag-verb-pairs.train642,link,dissociate,0,1
tag-verb-pairs.train643,enter,quit,0,1
tag-verb-pairs.train644,embrace,accept,0,0
tag-verb-pairs.train645,unsettle,settle,1,1
tag-verb-pairs.train646,dispose,appoint,0,0
tag-verb-pairs.train647,lessen,increase,0,1
tag-verb-pairs.train648,apprehend,expect,0,0
tag-verb-pairs.train649,obtain,gain,0,0
tag-verb-pairs.train650,excrete,expel,0,0
tag-verb-pairs.train651,make,unmake,1,1
tag-verb-pairs.train652,adjudge,give,0,0
tag-verb-pairs.train653,engage,withdraw,0,1
tag-verb-pairs.train654,ignore,notice,0,1
tag-verb-pairs.train655,reduce,oxidise,0,1
tag-verb-pairs.train656,desist,have,0,1
tag-verb-pairs.train657,halt,start,0,1
tag-verb-pairs.train658,claim,forgo,0,1
tag-verb-pairs.train659,despise,revere,0,1
tag-verb-pairs.train660,dismantle,raise,0,1
tag-verb-pairs.train661,shift,stir,0,0
tag-verb-pairs.train662,enumerate,count,0,0
tag-verb-pairs.train663,renounce,quit,0,0
tag-verb-pairs.train664,adduct,abduct,0,1
tag-verb-pairs.train665,sharpen,blunt,0,1
tag-verb-pairs.train666,confine,release,0,1
tag-verb-pairs.train667,recall,forget,0,1
tag-verb-pairs.train668,conduct,guide,0,0
tag-verb-pairs.train669,bestow,apply,0,0
tag-verb-pairs.train670,bewilder,baffle,0,0
tag-verb-pairs.train671,aggravate,improve,0,1
tag-verb-pairs.train672,form,construct,0,0
tag-verb-pairs.train673,drum,beat,0,0
tag-verb-pairs.train674,applaud,hiss,0,1
tag-verb-pairs.train675,relieve,enforce,0,1
tag-verb-pairs.train676,call,name,0,0
tag-verb-pairs.train677,repeal,suppress,0,0
tag-verb-pairs.train678,limit,confine,0,0
tag-verb-pairs.train679,dispatch,complete,0,0
tag-verb-pairs.train680,labor,work,0,0
tag-verb-pairs.train681,stagnate,work,0,1
tag-verb-pairs.train682,counter,oppose,0,0
tag-verb-pairs.train683,speed,favor,0,0
tag-verb-pairs.train684,breathe,express,0,0
tag-verb-pairs.train685,ignite,kindle,0,0
tag-verb-pairs.train686,east,west,0,1
tag-verb-pairs.train687,liquidate,kill,0,0
tag-verb-pairs.train688,decrypt,encrypt,0,1
tag-verb-pairs.train689,strike,assume,0,0
tag-verb-pairs.train690,ask,eliminate,0,1
tag-verb-pairs.train691,disprove,verify,0,1
tag-verb-pairs.train692,relinquish,keep,0,1
tag-verb-pairs.train693,increase,multiply,0,0
tag-verb-pairs.train694,order,engage,0,0
tag-verb-pairs.train695,vest,divest,0,1
tag-verb-pairs.train696,sustain,contradict,0,1
tag-verb-pairs.train697,stand,fend,0,0
tag-verb-pairs.train698,hear,obey,0,0
tag-verb-pairs.train699,harvest,sow,0,1
tag-verb-pairs.train700,progress,increase,0,0
tag-verb-pairs.train701,run,carry,0,0
tag-verb-pairs.train702,like,love,0,0
tag-verb-pairs.train703,contradict,sustain,0,1
tag-verb-pairs.train704,jam,squeeze,0,0
tag-verb-pairs.train705,demand,strike,0,0
tag-verb-pairs.train706,venerate,revere,0,0
tag-verb-pairs.train707,rejuvenate,age,0,1
tag-verb-pairs.train708,cheer,dishearten,0,1
tag-verb-pairs.train709,offend,observe,0,1
tag-verb-pairs.train710,protest,object,0,0
tag-verb-pairs.train711,pass,evacuate,0,0
tag-verb-pairs.train712,operate,malfunction,0,1
tag-verb-pairs.train713,recede,progress,0,1
tag-verb-pairs.train714,weigh,matter,0,0
tag-verb-pairs.train715,develop,break,0,0
tag-verb-pairs.train716,unify,split,0,1
tag-verb-pairs.train717,hug,cuddle,0,0
tag-verb-pairs.train718,scurry,run,0,0
tag-verb-pairs.train719,believe,doubt,0,1
tag-verb-pairs.train720,forget,think,0,1
tag-verb-pairs.train721,forfeit,gain,0,1
tag-verb-pairs.train722,harmonize,agree,0,0
tag-verb-pairs.train723,take,conduct,0,0
tag-verb-pairs.train724,forget,recollect,0,1
tag-verb-pairs.train725,loom,tower,0,0
tag-verb-pairs.train726,hire,dismiss,0,1
tag-verb-pairs.train727,situate,posit,0,0
tag-verb-pairs.train728,better,surpass,0,0
tag-verb-pairs.train729,preserve,discontinue,0,1
tag-verb-pairs.train730,differ,hold,0,1
tag-verb-pairs.train731,necessitate,demand,0,0
tag-verb-pairs.train732,recall,issue,0,1
tag-verb-pairs.train733,unlock,lock,1,1
tag-verb-pairs.train734,elaborate,expand,0,0
tag-verb-pairs.train735,deck,decorate,0,0
tag-verb-pairs.train736,sanction,reject,0,1
tag-verb-pairs.train737,punish,absolve,0,1
tag-verb-pairs.train738,emphasize,downplay,0,1
tag-verb-pairs.train739,claw,scratch,0,0
tag-verb-pairs.train740,visit,gossip,0,0
tag-verb-pairs.train741,dispose,set,0,0
tag-verb-pairs.train742,grasp,comprehend,0,0
tag-verb-pairs.train743,light,happen,0,0
tag-verb-pairs.train744,dismiss,hire,0,1
tag-verb-pairs.train745,contradict,corroborate,0,1
tag-verb-pairs.train746,dry,wet,0,1
tag-verb-pairs.train747,malfunction,function,0,1
tag-verb-pairs.train748,break,bump,0,0
tag-verb-pairs.train749,rape,assault,0,0
tag-verb-pairs.train750,rest,move,0,1
tag-verb-pairs.train751,sort,type,0,0
tag-verb-pairs.train752,tame,conquer,0,0
tag-verb-pairs.train753,propagate,multiply,0,0
tag-verb-pairs.train754,conflate,combine,0,0
tag-verb-pairs.train755,implement,free,0,1
tag-verb-pairs.train756,room,board,0,0
tag-verb-pairs.train757,feign,assume,0,0
tag-verb-pairs.train758,equalise,match,0,0
tag-verb-pairs.train759,negate,affirm,0,1
tag-verb-pairs.train760,obscure,obliterate,0,0
tag-verb-pairs.train761,cajole,bully,0,1
tag-verb-pairs.train762,allow,refuse,0,1
tag-verb-pairs.train763,arraign,accuse,0,0
tag-verb-pairs.train764,expunge,destroy,0,0
tag-verb-pairs.train765,catch,snare,0,0
tag-verb-pairs.train766,withdraw,advance,0,1
tag-verb-pairs.train767,oxidize,reduce,0,1
tag-verb-pairs.train768,face,avoid,0,1
tag-verb-pairs.train769,sharpen,flatten,0,1
tag-verb-pairs.train770,confine,liberate,0,1
tag-verb-pairs.train771,forbid,disallow,0,0
tag-verb-pairs.train772,answer,correspond,0,0
tag-verb-pairs.train773,repair,break,0,1
tag-verb-pairs.train774,sleep,wake,0,1
tag-verb-pairs.train775,activate,deactivate,1,1
tag-verb-pairs.train776,keep,lose,0,1
tag-verb-pairs.train777,disembark,embark,1,1
tag-verb-pairs.train778,link,disconnect,0,1
tag-verb-pairs.train779,dismiss,employ,0,1
tag-verb-pairs.train780,encourage,discourage,0,1
tag-verb-pairs.train781,minimise,maximise,0,1
tag-verb-pairs.train782,undo,make,0,1
tag-verb-pairs.train783,depict,interpret,0,0
tag-verb-pairs.train784,defend,prosecute,0,1
tag-verb-pairs.train785,shoal,school,0,0
tag-verb-pairs.train786,couple,decouple,1,1
tag-verb-pairs.train787,scramble,unscramble,1,1
tag-verb-pairs.train788,yield,survive,0,1
tag-verb-pairs.train789,disable,enable,0,1
tag-verb-pairs.train790,apply,refuse,0,1
tag-verb-pairs.train791,tangle,unravel,0,1
tag-verb-pairs.train792,absorb,acquire,0,0
tag-verb-pairs.train793,run,idle,0,1
tag-verb-pairs.train794,find,notice,0,0
tag-verb-pairs.train795,certify,decertify,1,1
tag-verb-pairs.train796,employ,fire,0,1
tag-verb-pairs.train797,get,flummox,0,0
tag-verb-pairs.train798,eliminate,ask,0,1
tag-verb-pairs.train799,relax,tense,0,1
tag-verb-pairs.train800,let,keep,0,1
tag-verb-pairs.train801,advise,notify,0,0
tag-verb-pairs.train802,confirm,deny,0,1
tag-verb-pairs.train803,amass,compile,0,0
tag-verb-pairs.train804,write,show,0,0
tag-verb-pairs.train805,ruin,save,0,1
tag-verb-pairs.train806,eliminate,postulate,0,1
tag-verb-pairs.train807,hit,miss,0,1
tag-verb-pairs.train808,satisfy,dissatisfy,1,1
tag-verb-pairs.train809,prevent,conclude,0,1
tag-verb-pairs.train810,conceal,uncover,0,1
tag-verb-pairs.train811,abandon,appropriate,0,1
tag-verb-pairs.train812,apply,appropriate,0,0
tag-verb-pairs.train813,analyse,synthesise,0,1
tag-verb-pairs.train814,withdraw,progress,0,1
tag-verb-pairs.train815,deviate,conform,0,1
tag-verb-pairs.train816,affect,hit,0,0
tag-verb-pairs.train817,raise,relegate,0,1
tag-verb-pairs.train818,conceal,show,0,1
tag-verb-pairs.train819,supinate,pronate,0,1
tag-verb-pairs.train820,sit,stand,0,1
tag-verb-pairs.train821,educate,cultivate,0,0
tag-verb-pairs.train822,arise,lie,0,1
tag-verb-pairs.train823,run,flow,0,0
tag-verb-pairs.train824,begin,complete,0,1
tag-verb-pairs.train825,harbor,shelter,0,0
tag-verb-pairs.train826,malfunction,work,0,1
tag-verb-pairs.train827,relegate,upgrade,0,1
tag-verb-pairs.train828,pass,fall,0,0
tag-verb-pairs.train829,taste,sample,0,0
tag-verb-pairs.train830,forbid,allow,0,1
tag-verb-pairs.train831,disbelieve,reject,0,0
tag-verb-pairs.train832,diversify,specialize,0,1
tag-verb-pairs.train833,suit,dress,0,0
tag-verb-pairs.train834,permit,forbid,0,1
tag-verb-pairs.train835,bend,bind,0,0
tag-verb-pairs.train836,segregate,integrate,0,1
tag-verb-pairs.train837,promote,break,0,1
tag-verb-pairs.train838,downgrade,upgrade,0,1
tag-verb-pairs.train839,bind,unbind,1,1
tag-verb-pairs.train840,magnetize,demagnetize,1,1
tag-verb-pairs.train841,mask,unmask,1,1
tag-verb-pairs.train842,provide,afford,0,0
tag-verb-pairs.train843,air,publicise,0,0
tag-verb-pairs.train844,survive,predecease,0,1
tag-verb-pairs.train845,lock,withdraw,0,1
tag-verb-pairs.train846,act,forbear,0,1
tag-verb-pairs.train847,avenge,retaliate,0,0
tag-verb-pairs.train848,submerge,drown,0,0
tag-verb-pairs.train849,override,destroy,0,0
tag-verb-pairs.train850,praise,disparage,0,1
tag-verb-pairs.train851,slip,steal,0,0
tag-verb-pairs.train852,reserve,resist,0,0
tag-verb-pairs.train853,differentiate,mark,0,0
tag-verb-pairs.train854,operate,maneuver,0,0
tag-verb-pairs.train855,pause,hesitate,0,0
tag-verb-pairs.train856,oscillate,swing,0,0
tag-verb-pairs.train857,suggest,seduce,0,0
tag-verb-pairs.train858,head,tip,0,1
tag-verb-pairs.train859,occupy,invade,0,0
tag-verb-pairs.train860,immigrate,emigrate,0,1
tag-verb-pairs.train861,purchase,buy,0,0
tag-verb-pairs.train862,applaud,boo,0,1
tag-verb-pairs.train863,malfunction,run,0,1
tag-verb-pairs.train864,humanize,dehumanize,1,1
tag-verb-pairs.train865,implement,exempt,0,1
tag-verb-pairs.train866,invent,imitate,0,1
tag-verb-pairs.train867,rouse,charge,0,0
tag-verb-pairs.train868,weep,laugh,0,1
tag-verb-pairs.train869,discharge,enlist,0,1
tag-verb-pairs.train870,whisper,shout,0,1
tag-verb-pairs.train871,incur,enter,0,0
tag-verb-pairs.train872,result,effect,0,0
tag-verb-pairs.train873,accord,reconcile,0,0
tag-verb-pairs.train874,relegate,advance,0,1
tag-verb-pairs.train875,word,express,0,0
tag-verb-pairs.train876,freshen,wear,0,1
tag-verb-pairs.train877,explain,explicate,0,0
tag-verb-pairs.train878,break,fix,0,1
tag-verb-pairs.train879,indicate,obscure,0,1
tag-verb-pairs.train880,order,draft,0,0
tag-verb-pairs.train881,take,grip,0,0
tag-verb-pairs.train882,oscillate,vibrate,0,0
tag-verb-pairs.train883,dock,bob,0,0
tag-verb-pairs.train884,validate,invalidate,1,1
tag-verb-pairs.train885,speed,slow,0,1
tag-verb-pairs.train886,conceive,plan,0,0
tag-verb-pairs.train887,acquire,gain,0,0
tag-verb-pairs.train888,wield,control,0,0
tag-verb-pairs.train889,discharge,fill,0,1
tag-verb-pairs.train890,think,forget,0,1
tag-verb-pairs.train891,separate,unify,0,1
tag-verb-pairs.train892,widen,narrow,0,1
tag-verb-pairs.train893,orient,tailor,0,0
tag-verb-pairs.train894,vandalise,vandalize,0,0
tag-verb-pairs.train895,unfurl,roll,0,1
tag-verb-pairs.train896,build,erect,0,0
tag-verb-pairs.train897,enumerate,relate,0,0
tag-verb-pairs.train898,last,disintegrate,0,1
tag-verb-pairs.train899,discourage,dissuade,0,0
tag-verb-pairs.train900,destroy,restore,0,1
tag-verb-pairs.train901,resist,apply,0,1
tag-verb-pairs.train902,survive,succumb,0,1
tag-verb-pairs.train903,appear,vanish,0,1
tag-verb-pairs.train904,check,learn,0,0
tag-verb-pairs.train905,suppose,speculate,0,0
tag-verb-pairs.train906,assemble,disassemble,1,1
tag-verb-pairs.train907,expand,reduce,0,1
tag-verb-pairs.train908,sound,correct,0,0
tag-verb-pairs.train909,rank,station,0,0
tag-verb-pairs.train910,refrain,act,0,1
tag-verb-pairs.train911,decertify,certify,1,1
tag-verb-pairs.train912,generate,cause,0,0
tag-verb-pairs.train913,accelerate,retard,0,1
tag-verb-pairs.train914,legalize,outlaw,0,1
tag-verb-pairs.train915,parallel,correspond,0,0
tag-verb-pairs.train916,soften,stand,0,1
tag-verb-pairs.train917,divest,vest,0,1
tag-verb-pairs.train918,bestow,conduct,0,0
tag-verb-pairs.train919,spread,gather,0,1
tag-verb-pairs.train920,surrender,withstand,0,1
tag-verb-pairs.train921,suspect,trust,0,1
tag-verb-pairs.train922,detect,find,0,0
tag-verb-pairs.train923,rarefy,condense,0,1
tag-verb-pairs.train924,ship,disembark,0,1
tag-verb-pairs.train925,qualify,specify,0,0
tag-verb-pairs.train926,suckle,nurse,0,0
tag-verb-pairs.train927,overbid,underbid,0,1
tag-verb-pairs.train928,decrease,gain,0,1
tag-verb-pairs.train929,commit,divest,0,1
tag-verb-pairs.train930,require,order,0,0
tag-verb-pairs.train931,tear,snap,0,0
tag-verb-pairs.train932,agitate,move,0,0
tag-verb-pairs.train933,widen,contract,0,1
tag-verb-pairs.train934,relieve,implement,0,1
tag-verb-pairs.train935,bounce,clear,0,1
tag-verb-pairs.train936,vary,fluctuate,0,0
tag-verb-pairs.train937,confirm,fix,0,0
tag-verb-pairs.train938,decompress,compress,1,1
tag-verb-pairs.train939,depart,stay,0,1
tag-verb-pairs.train940,classify,range,0,0
tag-verb-pairs.train941,allow,interdict,0,1
tag-verb-pairs.train942,attenuate,amplify,0,1
tag-verb-pairs.train943,uncouple,couple,1,1
tag-verb-pairs.train944,pulverize,grind,0,0
tag-verb-pairs.train945,retard,accelerate,0,1
tag-verb-pairs.train946,address,petition,0,0
tag-verb-pairs.train947,cut,trend,0,0
tag-verb-pairs.train948,decompose,rot,0,0
tag-verb-pairs.train949,dilute,reduce,0,0
tag-verb-pairs.train950,imagine,assume,0,0
tag-verb-pairs.train951,settle,descend,0,0
tag-verb-pairs.train952,provide,supply,0,0
tag-verb-pairs.train953,abandon,discard,0,0
tag-verb-pairs.train954,compress,uncompress,1,1
tag-verb-pairs.train955,take,reject,0,1
tag-verb-pairs.train956,continue,last,0,0
tag-verb-pairs.train957,see,ensure,0,0
tag-verb-pairs.train958,postulate,take,0,0
tag-verb-pairs.train959,explain,obscure,0,1
tag-verb-pairs.train960,progress,regress,0,1
tag-verb-pairs.train961,dictate,urge,0,0
tag-verb-pairs.train962,answer,face,0,0
tag-verb-pairs.train963,redeem,fulfill,0,0
tag-verb-pairs.train964,demodulate,modulate,1,1
tag-verb-pairs.train965,learn,acquire,0,0
tag-verb-pairs.train966,charter,lease,0,0
tag-verb-pairs.train967,repulse,attract,0,1
tag-verb-pairs.train968,exile,deport,0,0
tag-verb-pairs.train969,expand,thrive,0,0
tag-verb-pairs.train970,empower,authorise,0,0
tag-verb-pairs.train971,overrate,underrate,0,1
tag-verb-pairs.train972,winter,summer,0,1
tag-verb-pairs.train973,strike,take,0,0
tag-verb-pairs.train974,add,deduct,0,1
tag-verb-pairs.train975,formalize,avoid,0,1
tag-verb-pairs.train976,denationalise,nationalise,1,1
tag-verb-pairs.train977,arouse,calm,0,1
tag-verb-pairs.train978,regulate,deregulate,1,1
tag-verb-pairs.train979,reconstruct,remodel,0,0
tag-verb-pairs.train980,connect,unplug,0,1
tag-verb-pairs.train981,pull,commit,0,0
tag-verb-pairs.train982,boycott,sponsor,0,1
tag-verb-pairs.train983,trust,suspect,0,1
tag-verb-pairs.train984,lean,depend,0,0
tag-verb-pairs.train985,designate,assign,0,0
tag-verb-pairs.train986,continue,cease,0,1
tag-verb-pairs.train987,annihilate,create,0,1
tag-verb-pairs.train988,live,populate,0,0
tag-verb-pairs.train989,decline,accept,0,1
tag-verb-pairs.train990,heave,swell,0,0
tag-verb-pairs.train991,hire,fire,0,1
tag-verb-pairs.train992,displace,hire,0,1
tag-verb-pairs.train993,deny,grant,0,1
tag-verb-pairs.train994,deteriorate,recuperate,0,1
tag-verb-pairs.train995,give,make,0,0
tag-verb-pairs.train996,stab,dig,0,0
tag-verb-pairs.train997,abhor,love,0,1
tag-verb-pairs.train998,forgo,follow,0,1
tag-verb-pairs.train999,entertain,maintain,0,0
tag-verb-pairs.train1000,intend,strengthen,0,0
tag-verb-pairs.train1001,sack,employ,0,1
tag-verb-pairs.train1002,characterize,distinguish,0,0
tag-verb-pairs.train1003,regulate,govern,0,0
tag-verb-pairs.train1004,ask,enquire,0,0
tag-verb-pairs.train1005,cripple,disable,0,0
tag-verb-pairs.train1006,affirm,contradict,0,1
tag-verb-pairs.train1007,disobey,obey,1,1
tag-verb-pairs.train1008,choke,swallow,0,0
tag-verb-pairs.train1009,pitch,light,0,0
tag-verb-pairs.train1010,rank,gross,0,0
tag-verb-pairs.train1011,enable,disable,0,1
tag-verb-pairs.train1012,elude,avoid,0,0
tag-verb-pairs.train1013,rise,lie,0,1
tag-verb-pairs.train1014,make,seduce,0,0
tag-verb-pairs.train1015,unhitch,hitch,1,1
tag-verb-pairs.train1016,shut,shutter,0,0
tag-verb-pairs.train1017,consent,decline,0,1
tag-verb-pairs.train1018,plot,plant,0,0
tag-verb-pairs.train1019,mean,entail,0,0
tag-verb-pairs.train1020,forecast,estimate,0,0
tag-verb-pairs.train1021,stimulate,calm,0,1
tag-verb-pairs.train1022,infect,disinfect,1,1
tag-verb-pairs.train1023,depart,come,0,1
tag-verb-pairs.train1024,reject,accept,0,1
tag-verb-pairs.train1025,betray,denounce,0,0
tag-verb-pairs.train1026,wail,howl,0,0
tag-verb-pairs.train1027,occupy,concern,0,0
tag-verb-pairs.train1028,recognize,reexamine,0,0
tag-verb-pairs.train1029,reflect,mediate,0,0
tag-verb-pairs.train1030,observe,transgress,0,1
tag-verb-pairs.train1031,demote,raise,0,1
tag-verb-pairs.train1032,separate,convene,0,1
tag-verb-pairs.train1033,impair,improve,0,1
tag-verb-pairs.train1034,originate,copy,0,1
tag-verb-pairs.train1035,annoy,please,0,1
tag-verb-pairs.train1036,offer,propose,0,0
tag-verb-pairs.train1037,confront,avoid,0,1
tag-verb-pairs.train1038,unbutton,button,1,1
tag-verb-pairs.train1039,open,shut,0,1
tag-verb-pairs.train1040,escalate,weaken,0,1
tag-verb-pairs.train1041,flood,ebb,0,1
tag-verb-pairs.train1042,turn,plow,0,0
tag-verb-pairs.train1043,divide,multiply,0,1
tag-verb-pairs.train1044,burn,bite,0,0
tag-verb-pairs.train1045,propagate,generate,0,0
tag-verb-pairs.train1046,engage,disengage,1,1
tag-verb-pairs.train1047,hasten,delay,0,1
tag-verb-pairs.train1048,divorce,marry,0,1
tag-verb-pairs.train1049,elucidate,interpret,0,0
tag-verb-pairs.train1050,relinquish,hold,0,1
tag-verb-pairs.train1051,match,equalize,0,0
tag-verb-pairs.train1052,border,approach,0,0
tag-verb-pairs.train1053,fulfill,fill,0,0
tag-verb-pairs.train1054,avoid,confront,0,1
tag-verb-pairs.train1055,retreat,advance,0,1
tag-verb-pairs.train1056,reverse,repeal,0,0
tag-verb-pairs.train1057,achieve,obtain,0,0
tag-verb-pairs.train1058,expire,inspire,0,1
tag-verb-pairs.train1059,hook,lift,0,0
tag-verb-pairs.train1060,close,complete,0,0
tag-verb-pairs.train1061,baffle,frustrate,0,0
tag-verb-pairs.train1062,diminish,maximize,0,1
tag-verb-pairs.train1063,prescribe,order,0,0
tag-verb-pairs.train1064,disinvest,invest,1,1
tag-verb-pairs.train1065,violate,keep,0,1
tag-verb-pairs.train1066,respect,repute,0,0
tag-verb-pairs.train1067,push,labor,0,0
tag-verb-pairs.train1068,plat,plan,0,0
tag-verb-pairs.train1069,repair,amend,0,0
tag-verb-pairs.train1070,assemble,gather,0,0
tag-verb-pairs.train1071,acknowledge,deny,0,1
tag-verb-pairs.train1072,bash,beat,0,0
tag-verb-pairs.train1073,launch,abolish,0,1
tag-verb-pairs.train1074,buy,sell,0,1
tag-verb-pairs.train1075,campaign,press,0,0
tag-verb-pairs.train1076,cut,expand,0,1
tag-verb-pairs.train1077,proceed,regress,0,1
tag-verb-pairs.train1078,minimize,exaggerate,0,1
tag-verb-pairs.train1079,adjust,align,0,0
tag-verb-pairs.train1080,secure,plug,0,0
tag-verb-pairs.train1081,adapt,coordinate,0,0
tag-verb-pairs.train1082,enter,insert,0,0
tag-verb-pairs.train1083,decrease,pay,0,1
tag-verb-pairs.train1084,exhume,bury,0,1
tag-verb-pairs.train1085,succeed,precede,0,1
tag-verb-pairs.train1086,pass,bomb,0,1
tag-verb-pairs.train1087,obtain,succeed,0,0
tag-verb-pairs.train1088,hire,can,0,1
tag-verb-pairs.train1089,extend,protrude,0,0
tag-verb-pairs.train1090,confute,confirm,0,1
tag-verb-pairs.train1091,segregate,mix,0,1
tag-verb-pairs.train1092,ravage,waste,0,0
tag-verb-pairs.train1093,recreate,animate,0,0
tag-verb-pairs.train1094,underestimate,overestimate,0,1
tag-verb-pairs.train1095,aid,subsidize,0,0
tag-verb-pairs.train1096,procure,obtain,0,0
tag-verb-pairs.train1097,get,end,0,1
tag-verb-pairs.train1098,glean,obtain,0,0
tag-verb-pairs.train1099,fill,perform,0,0
tag-verb-pairs.train1100,disregard,neglect,0,0
tag-verb-pairs.train1101,glide,float,0,0
tag-verb-pairs.train1102,design,plant,0,0
tag-verb-pairs.train1103,lay,stand,0,1
tag-verb-pairs.train1104,borrow,transfer,0,1
tag-verb-pairs.train1105,raze,raise,0,1
tag-verb-pairs.train1106,complain,scold,0,0
tag-verb-pairs.train1107,jeer,mock,0,0
tag-verb-pairs.train1108,appreciate,undervalue,0,1
tag-verb-pairs.train1109,give,present,0,0
tag-verb-pairs.train1110,shape,influence,0,0
tag-verb-pairs.train1111,post,garrison,0,0
tag-verb-pairs.train1112,advance,relegate,0,1
tag-verb-pairs.train1113,subsist,support,0,0
tag-verb-pairs.train1114,confirm,negate,0,1
tag-verb-pairs.train1115,enrich,impoverish,0,1
tag-verb-pairs.train1116,interfere,clash,0,0
tag-verb-pairs.train1117,engage,displace,0,1
tag-verb-pairs.train1118,enplane,deplane,0,1
tag-verb-pairs.train1119,progress,withdraw,0,1
tag-verb-pairs.train1120,tolerate,indulge,0,0
tag-verb-pairs.train1121,disintegrate,incorporate,0,1
tag-verb-pairs.train1122,incur,avert,0,1
tag-verb-pairs.train1123,cover,uncover,1,1
tag-verb-pairs.train1124,remove,dispatch,0,0
tag-verb-pairs.train1125,tie,untie,1,1
tag-verb-pairs.train1126,snarl,snap,0,0
tag-verb-pairs.train1127,conjure,bring,0,0
tag-verb-pairs.train1128,take,occupy,0,0
tag-verb-pairs.train1129,catch,receiver,0,0
tag-verb-pairs.train1130,defy,apply,0,1
tag-verb-pairs.train1131,invalidate,void,0,0
tag-verb-pairs.train1132,benefit,injure,0,1
tag-verb-pairs.train1133,attack,assail,0,0
tag-verb-pairs.train1134,distrust,rely,0,1
tag-verb-pairs.train1135,permit,prevent,0,1
tag-verb-pairs.train1136,relegate,elevate,0,1
tag-verb-pairs.train1137,associate,dissociate,0,1
tag-verb-pairs.train1138,give,move,0,0
tag-verb-pairs.train1139,net,gross,0,1
tag-verb-pairs.train1140,expand,contract,0,1
tag-verb-pairs.train1141,promote,demote,0,1
tag-verb-pairs.train1142,disapprove,reject,0,0
tag-verb-pairs.train1143,recognize,own,0,0
tag-verb-pairs.train1144,test,examine,0,0
tag-verb-pairs.train1145,soil,clean,0,1
tag-verb-pairs.train1146,rest,relieve,0,0
tag-verb-pairs.train1147,enact,ordain,0,0
tag-verb-pairs.train1148,record,mark,0,0
tag-verb-pairs.train1149,mark,regard,0,0
tag-verb-pairs.train1150,gross,net,0,1
tag-verb-pairs.train1151,summer,winter,0,1
tag-verb-pairs.train1152,immobilize,free,0,1
tag-verb-pairs.train1153,plummet,lead,0,0
tag-verb-pairs.train1154,place,square,0,0
tag-verb-pairs.train1155,follow,forgo,0,1
tag-verb-pairs.train1156,pride,disdain,0,0
tag-verb-pairs.train1157,frame,put,0,0
tag-verb-pairs.train1158,make,hit,0,0
tag-verb-pairs.train1159,offer,threaten,0,0
tag-verb-pairs.train1160,remove,move,0,0
tag-verb-pairs.train1161,set,flow,0,0
tag-verb-pairs.train1162,breed,train,0,0
tag-verb-pairs.train1163,confirm,contradict,0,1
tag-verb-pairs.train1164,droop,hang,0,0
tag-verb-pairs.train1165,screen,pick,0,0
tag-verb-pairs.train1166,rush,delay,0,1
tag-verb-pairs.train1167,reach,give,0,0
tag-verb-pairs.train1168,overthrow,overturn,0,0
tag-verb-pairs.train1169,disarm,arm,1,1
tag-verb-pairs.train1170,rejoice,mourn,0,1
